article_title,url,country,article_quality,revision_id,region,population
Georgi Gvozdeykov,https://en.wikipedia.org/wiki/Georgi_Gvozdeykov,Bulgaria,Stub,1243679989,EASTERN EUROPE,6.4
Goritsa Grancharova,https://en.wikipedia.org/wiki/Goritsa_Grancharova,Bulgaria,GA,1244496816,EASTERN EUROPE,6.4
Ivancho Hadzhipenchovich,https://en.wikipedia.org/wiki/Ivancho_Hadzhipenchovich,Bulgaria,Start,1215314724,EASTERN EUROPE,6.4
Ivan Demerdzhiev,https://en.wikipedia.org/wiki/Ivan_Demerdzhiev,Bulgaria,Stub,1246703703,EASTERN EUROPE,6.4
Aleksi Ivanov,https://en.wikipedia.org/wiki/Aleksi_Ivanov,Bulgaria,Start,1215314827,EASTERN EUROPE,6.4
Grozdan Karadzhov,https://en.wikipedia.org/wiki/Grozdan_Karadzhov,Bulgaria,Start,1250148087,EASTERN EUROPE,6.4
Vladimir Karolev,https://en.wikipedia.org/wiki/Vladimir_Karolev,Bulgaria,Start,1183947838,EASTERN EUROPE,6.4
Georgi Kirkov,https://en.wikipedia.org/wiki/Georgi_Kirkov,Bulgaria,Start,1215315466,EASTERN EUROPE,6.4
Spiro Kitinchev,https://en.wikipedia.org/wiki/Spiro_Kitinchev,Bulgaria,C,1244548670,EASTERN EUROPE,6.4
Ivan Kondov,https://en.wikipedia.org/wiki/Ivan_Kondov,Bulgaria,Stub,1244791314,EASTERN EUROPE,6.4
Kostadin Kostadinov (professor),https://en.wikipedia.org/wiki/Kostadin_Kostadinov_(professor),Bulgaria,Start,1215315664,EASTERN EUROPE,6.4
Gavril Krastevich,https://en.wikipedia.org/wiki/Gavril_Krastevich,Bulgaria,Stub,1242153020,EASTERN EUROPE,6.4
Petar Kulenski,https://en.wikipedia.org/wiki/Petar_Kulenski,Bulgaria,Stub,1236793256,EASTERN EUROPE,6.4
Lazar Lazarov,https://en.wikipedia.org/wiki/Lazar_Lazarov,Bulgaria,Stub,1215860047,EASTERN EUROPE,6.4
Nikola Lazarov,https://en.wikipedia.org/wiki/Nikola_Lazarov,Bulgaria,B,1246693713,EASTERN EUROPE,6.4
Ivan Marazov,https://en.wikipedia.org/wiki/Ivan_Marazov,Bulgaria,Stub,1215315878,EASTERN EUROPE,6.4
Venko Markovski,https://en.wikipedia.org/wiki/Venko_Markovski,Bulgaria,C,1235730767,EASTERN EUROPE,6.4
Yakov Matakiev,https://en.wikipedia.org/wiki/Yakov_Matakiev,Bulgaria,Start,1180593616,EASTERN EUROPE,6.4
Ilian Mihov,https://en.wikipedia.org/wiki/Ilian_Mihov,Bulgaria,Start,1243605333,EASTERN EUROPE,6.4
Raya Nazaryan,https://en.wikipedia.org/wiki/Raya_Nazaryan,Bulgaria,Stub,1241562603,EASTERN EUROPE,6.4
Nikolay Milkov,https://en.wikipedia.org/wiki/Nikolay_Milkov,Bulgaria,Stub,1159601677,EASTERN EUROPE,6.4
Plamen Panayotov,https://en.wikipedia.org/wiki/Plamen_Panayotov,Bulgaria,Stub,1133046866,EASTERN EUROPE,6.4
Vladislav Panev,https://en.wikipedia.org/wiki/Vladislav_Panev,Bulgaria,Stub,1236796256,EASTERN EUROPE,6.4
Asparuh Panov,https://en.wikipedia.org/wiki/Asparuh_Panov,Bulgaria,Stub,1022365931,EASTERN EUROPE,6.4
Atanas Pekanov,https://en.wikipedia.org/wiki/Atanas_Pekanov,Bulgaria,C,1211256598,EASTERN EUROPE,6.4
Sasho Penov,https://en.wikipedia.org/wiki/Sasho_Penov,Bulgaria,Stub,1208372103,EASTERN EUROPE,6.4
Lyudmila Petkova,https://en.wikipedia.org/wiki/Lyudmila_Petkova,Bulgaria,Stub,1240500207,EASTERN EUROPE,6.4
Hristo Petrov,https://en.wikipedia.org/wiki/Hristo_Petrov,Bulgaria,Stub,1242211308,EASTERN EUROPE,6.4
Rosen Plevneliev,https://en.wikipedia.org/wiki/Rosen_Plevneliev,Bulgaria,C,1243979008,EASTERN EUROPE,6.4
Aleksandur Pulev,https://en.wikipedia.org/wiki/Aleksandur_Pulev,Bulgaria,Stub,1192998630,EASTERN EUROPE,6.4
Denitsa Simeonova,https://en.wikipedia.org/wiki/Denitsa_Simeonova,Bulgaria,Stub,1236772129,EASTERN EUROPE,6.4
Ivan Stanchov,https://en.wikipedia.org/wiki/Ivan_Stanchov,Bulgaria,Stub,1189228353,EASTERN EUROPE,6.4
Kalin Stoyanov,https://en.wikipedia.org/wiki/Kalin_Stoyanov,Bulgaria,GA,1250344595,EASTERN EUROPE,6.4
Stanislav Stoyanov (politician),https://en.wikipedia.org/wiki/Stanislav_Stoyanov_(politician),Bulgaria,Stub,1245317002,EASTERN EUROPE,6.4
Dragomir Stoynev,https://en.wikipedia.org/wiki/Dragomir_Stoynev,Bulgaria,Stub,1236777307,EASTERN EUROPE,6.4
Teodora Genchovska,https://en.wikipedia.org/wiki/Teodora_Genchovska,Bulgaria,Stub,1217932516,EASTERN EUROPE,6.4
Daniel Valchev,https://en.wikipedia.org/wiki/Daniel_Valchev,Bulgaria,Stub,1227658311,EASTERN EUROPE,6.4
Krasimir Valchev,https://en.wikipedia.org/wiki/Krasimir_Valchev,Bulgaria,Stub,1237335760,EASTERN EUROPE,6.4
Velko Valkanov,https://en.wikipedia.org/wiki/Velko_Valkanov,Bulgaria,Stub,1211235525,EASTERN EUROPE,6.4
Ventsislav Varbanov,https://en.wikipedia.org/wiki/Ventsislav_Varbanov,Bulgaria,Stub,1236795881,EASTERN EUROPE,6.4
Damyan Velchev,https://en.wikipedia.org/wiki/Damyan_Velchev,Bulgaria,Start,1241904410,EASTERN EUROPE,6.4
Svetoslav Vitkov,https://en.wikipedia.org/wiki/Svetoslav_Vitkov,Bulgaria,Start,1243474576,EASTERN EUROPE,6.4
Mincho Yovchev,https://en.wikipedia.org/wiki/Mincho_Yovchev,Bulgaria,Stub,1101186643,EASTERN EUROPE,6.4
Atanas Zafirov,https://en.wikipedia.org/wiki/Atanas_Zafirov,Bulgaria,C,1248790402,EASTERN EUROPE,6.4
Martin Zaimov,https://en.wikipedia.org/wiki/Martin_Zaimov,Bulgaria,Start,1187122509,EASTERN EUROPE,6.4
Dragomir Zakov,https://en.wikipedia.org/wiki/Dragomir_Zakov,Bulgaria,Start,1177150880,EASTERN EUROPE,6.4
Nayden Zelenogorski,https://en.wikipedia.org/wiki/Nayden_Zelenogorski,Bulgaria,Stub,1181274805,EASTERN EUROPE,6.4
Boureima Badini,https://en.wikipedia.org/wiki/Boureima_Badini,Burkina Faso,Start,1188858837,WESTERN AFRICA,22.9
Blaise Bassoleth,https://en.wikipedia.org/wiki/Blaise_Bassoleth,Burkina Faso,Stub,1194947033,WESTERN AFRICA,22.9
Nazi Boni,https://en.wikipedia.org/wiki/Nazi_Boni,Burkina Faso,Start,1165935460,WESTERN AFRICA,22.9
Eric Bougouma,https://en.wikipedia.org/wiki/Eric_Bougouma,Burkina Faso,Start,1224650590,WESTERN AFRICA,22.9
François Compaoré,https://en.wikipedia.org/wiki/François_Compaoré,Burkina Faso,Start,1231273948,WESTERN AFRICA,22.9
Daniel Ouezzin Coulibaly,https://en.wikipedia.org/wiki/Daniel_Ouezzin_Coulibaly,Burkina Faso,Stub,1240877830,WESTERN AFRICA,22.9
Toubé Clément Dakio,https://en.wikipedia.org/wiki/Toubé_Clément_Dakio,Burkina Faso,Stub,1139020686,WESTERN AFRICA,22.9
Frédéric Guirma,https://en.wikipedia.org/wiki/Frédéric_Guirma,Burkina Faso,Stub,1196782670,WESTERN AFRICA,22.9
Emile Ilboudo,https://en.wikipedia.org/wiki/Emile_Ilboudo,Burkina Faso,Stub,1188858797,WESTERN AFRICA,22.9
Zinda Kaboré,https://en.wikipedia.org/wiki/Zinda_Kaboré,Burkina Faso,Stub,1240877157,WESTERN AFRICA,22.9
Christophe Kalenzaga,https://en.wikipedia.org/wiki/Christophe_Kalenzaga,Burkina Faso,Start,1188339738,WESTERN AFRICA,22.9
Joséphine Drabo Kanyoulou,https://en.wikipedia.org/wiki/Joséphine_Drabo_Kanyoulou,Burkina Faso,Stub,1188917017,WESTERN AFRICA,22.9
Joséphine Ki-Zerbo,https://en.wikipedia.org/wiki/Joséphine_Ki-Zerbo,Burkina Faso,Stub,1108677667,WESTERN AFRICA,22.9
Begnon-Damien Koné,https://en.wikipedia.org/wiki/Begnon-Damien_Koné,Burkina Faso,Stub,1177650476,WESTERN AFRICA,22.9
Yabre Juliette Kongo,https://en.wikipedia.org/wiki/Yabre_Juliette_Kongo,Burkina Faso,Start,1219061952,WESTERN AFRICA,22.9
Kouamé Lougué,https://en.wikipedia.org/wiki/Kouamé_Lougué,Burkina Faso,Stub,1188339825,WESTERN AFRICA,22.9
Jean-Baptiste Natama,https://en.wikipedia.org/wiki/Jean-Baptiste_Natama,Burkina Faso,Stub,1115090605,WESTERN AFRICA,22.9
Jean-Baptiste Ouédraogo,https://en.wikipedia.org/wiki/Jean-Baptiste_Ouédraogo,Burkina Faso,FA,1241452397,WESTERN AFRICA,22.9
Mamadou Ouédraogo,https://en.wikipedia.org/wiki/Mamadou_Ouédraogo,Burkina Faso,Stub,1186807529,WESTERN AFRICA,22.9
Ousmane Bougouma,https://en.wikipedia.org/wiki/Ousmane_Bougouma,Burkina Faso,Start,1220964955,WESTERN AFRICA,22.9
Pargui Emile Paré,https://en.wikipedia.org/wiki/Pargui_Emile_Paré,Burkina Faso,Stub,1227770299,WESTERN AFRICA,22.9
Filippe Savadogo,https://en.wikipedia.org/wiki/Filippe_Savadogo,Burkina Faso,Stub,1099231025,WESTERN AFRICA,22.9
Nouhoun Sigue,https://en.wikipedia.org/wiki/Nouhoun_Sigue,Burkina Faso,Stub,1193864167,WESTERN AFRICA,22.9
Diongolo Traore,https://en.wikipedia.org/wiki/Diongolo_Traore,Burkina Faso,Stub,1177650766,WESTERN AFRICA,22.9
Maurice Yaméogo,https://en.wikipedia.org/wiki/Maurice_Yaméogo,Burkina Faso,FA,1203177077,WESTERN AFRICA,22.9
Saye Zerbo,https://en.wikipedia.org/wiki/Saye_Zerbo,Burkina Faso,Start,1236924018,WESTERN AFRICA,22.9
Aung Than Oo,https://en.wikipedia.org/wiki/Aung_Than_Oo,Myanmar,Stub,1226314813,SOUTHEAST ASIA,55.4
Aye Ko (artist),https://en.wikipedia.org/wiki/Aye_Ko_(artist),Myanmar,Stub,1151370568,SOUTHEAST ASIA,55.4
Ba Shin,https://en.wikipedia.org/wiki/Ba_Shin,Myanmar,C,1087648145,SOUTHEAST ASIA,55.4
Bao Youxiang,https://en.wikipedia.org/wiki/Bao_Youxiang,Myanmar,C,1231942275,SOUTHEAST ASIA,55.4
Bawk Ja,https://en.wikipedia.org/wiki/Bawk_Ja,Myanmar,Start,1210082543,SOUTHEAST ASIA,55.4
Cheery Zahau,https://en.wikipedia.org/wiki/Cheery_Zahau,Myanmar,C,1245373592,SOUTHEAST ASIA,55.4
Oscar de Glanville,https://en.wikipedia.org/wiki/Oscar_de_Glanville,Myanmar,Start,1216156762,SOUTHEAST ASIA,55.4
M. A. Gaffar,https://en.wikipedia.org/wiki/M._A._Gaffar,Myanmar,C,1189278863,SOUTHEAST ASIA,55.4
Han Tha Myint,https://en.wikipedia.org/wiki/Han_Tha_Myint,Myanmar,Start,1177347217,SOUTHEAST ASIA,55.4
Hla Maung Shwe,https://en.wikipedia.org/wiki/Hla_Maung_Shwe,Myanmar,Stub,1144174107,SOUTHEAST ASIA,55.4
Hso Khan Pha,https://en.wikipedia.org/wiki/Hso_Khan_Pha,Myanmar,C,1210083613,SOUTHEAST ASIA,55.4
Nai Htaw Sorn,https://en.wikipedia.org/wiki/Nai_Htaw_Sorn,Myanmar,Start,1210083144,SOUTHEAST ASIA,55.4
Htay Aung (businessman),https://en.wikipedia.org/wiki/Htay_Aung_(businessman),Myanmar,Start,1169933380,SOUTHEAST ASIA,55.4
Htin Linn Aung,https://en.wikipedia.org/wiki/Htin_Linn_Aung,Myanmar,Start,1245373600,SOUTHEAST ASIA,55.4
Ja Htoi Pan,https://en.wikipedia.org/wiki/Ja_Htoi_Pan,Myanmar,Stub,1250704546,SOUTHEAST ASIA,55.4
Khin Kyaw Han,https://en.wikipedia.org/wiki/Khin_Kyaw_Han,Myanmar,Stub,1036478390,SOUTHEAST ASIA,55.4
Khin Ma Ma Myo,https://en.wikipedia.org/wiki/Khin_Ma_Ma_Myo,Myanmar,Stub,1227269939,SOUTHEAST ASIA,55.4
Khin Maung Swe,https://en.wikipedia.org/wiki/Khin_Maung_Swe,Myanmar,Start,1234386190,SOUTHEAST ASIA,55.4
Khun San Lwin,https://en.wikipedia.org/wiki/Khun_San_Lwin,Myanmar,Stub,1210189937,SOUTHEAST ASIA,55.4
Ko Ni,https://en.wikipedia.org/wiki/Ko_Ni,Myanmar,C,1245412082,SOUTHEAST ASIA,55.4
Thakin Kodaw Hmaing,https://en.wikipedia.org/wiki/Thakin_Kodaw_Hmaing,Myanmar,C,1221126119,SOUTHEAST ASIA,55.4
Kwe Te No,https://en.wikipedia.org/wiki/Kwe_Te_No,Myanmar,Stub,1207433410,SOUTHEAST ASIA,55.4
Sao Kya Seng,https://en.wikipedia.org/wiki/Sao_Kya_Seng,Myanmar,C,1250357483,SOUTHEAST ASIA,55.4
Kyaw Moe Tun,https://en.wikipedia.org/wiki/Kyaw_Moe_Tun,Myanmar,GA,1203399746,SOUTHEAST ASIA,55.4
Kyaw Myint,https://en.wikipedia.org/wiki/Kyaw_Myint,Myanmar,,,SOUTHEAST ASIA,55.4
Kyaw Tun,https://en.wikipedia.org/wiki/Kyaw_Tun,Myanmar,C,1246524261,SOUTHEAST ASIA,55.4
Kyaw Zaw Oo,https://en.wikipedia.org/wiki/Kyaw_Zaw_Oo,Myanmar,C,1227561394,SOUTHEAST ASIA,55.4
Duwa Lashi La,https://en.wikipedia.org/wiki/Duwa_Lashi_La,Myanmar,C,1250281251,SOUTHEAST ASIA,55.4
Lian Hmung Sakhong,https://en.wikipedia.org/wiki/Lian_Hmung_Sakhong,Myanmar,Start,1245373615,SOUTHEAST ASIA,55.4
Sultan Mahmud (minister),https://en.wikipedia.org/wiki/Sultan_Mahmud_(minister),Myanmar,C,1240728343,SOUTHEAST ASIA,55.4
Maran Brang Seng,https://en.wikipedia.org/wiki/Maran_Brang_Seng,Myanmar,Start,1239820808,SOUTHEAST ASIA,55.4
Gani Markan,https://en.wikipedia.org/wiki/Gani_Markan,Myanmar,Stub,1205964987,SOUTHEAST ASIA,55.4
Maw Htun Aung,https://en.wikipedia.org/wiki/Maw_Htun_Aung,Myanmar,C,1245372940,SOUTHEAST ASIA,55.4
"Myint Swe (politician, born 1965)","https://en.wikipedia.org/wiki/Myint_Swe_(politician,_born_1965)",Myanmar,Stub,1250134288,SOUTHEAST ASIA,55.4
Myo Yan Naung Thein,https://en.wikipedia.org/wiki/Myo_Yan_Naung_Thein,Myanmar,Start,1169934161,SOUTHEAST ASIA,55.4
Naw Ohn Hla,https://en.wikipedia.org/wiki/Naw_Ohn_Hla,Myanmar,C,1245373645,SOUTHEAST ASIA,55.4
Nay Myo Wai,https://en.wikipedia.org/wiki/Nay_Myo_Wai,Myanmar,Start,1065794809,SOUTHEAST ASIA,55.4
Nay Zin Lat,https://en.wikipedia.org/wiki/Nay_Zin_Lat,Myanmar,Stub,1140270731,SOUTHEAST ASIA,55.4
Kyaw Ni,https://en.wikipedia.org/wiki/Kyaw_Ni,Myanmar,Stub,1197273116,SOUTHEAST ASIA,55.4
Nyi Sein,https://en.wikipedia.org/wiki/Nyi_Sein,Myanmar,Stub,1245373470,SOUTHEAST ASIA,55.4
Nyo Nyo Thin,https://en.wikipedia.org/wiki/Nyo_Nyo_Thin,Myanmar,Start,1169933560,SOUTHEAST ASIA,55.4
Pu Pa Thang,https://en.wikipedia.org/wiki/Pu_Pa_Thang,Myanmar,Stub,1248165000,SOUTHEAST ASIA,55.4
San Tun,https://en.wikipedia.org/wiki/San_Tun,Myanmar,Stub,1245372381,SOUTHEAST ASIA,55.4
Sao Sanda,https://en.wikipedia.org/wiki/Sao_Sanda,Myanmar,Start,1210083781,SOUTHEAST ASIA,55.4
Sasa (politician),https://en.wikipedia.org/wiki/Sasa_(politician),Myanmar,C,1245373652,SOUTHEAST ASIA,55.4
Saw Sa,https://en.wikipedia.org/wiki/Saw_Sa,Myanmar,C,1087057198,SOUTHEAST ASIA,55.4
Saya Gyi U Nu,https://en.wikipedia.org/wiki/Saya_Gyi_U_Nu,Myanmar,GA,1235897720,SOUTHEAST ASIA,55.4
"Sein Win (politician, born 1944)","https://en.wikipedia.org/wiki/Sein_Win_(politician,_born_1944)",Myanmar,Start,1147278693,SOUTHEAST ASIA,55.4
Mya Lay Sein,https://en.wikipedia.org/wiki/Mya_Lay_Sein,Myanmar,Start,1222232537,SOUTHEAST ASIA,55.4
Sao Seng Suk,https://en.wikipedia.org/wiki/Sao_Seng_Suk,Myanmar,Stub,1210083818,SOUTHEAST ASIA,55.4
Shwe Ohn,https://en.wikipedia.org/wiki/Shwe_Ohn,Myanmar,Stub,1219791322,SOUTHEAST ASIA,55.4
Soe Moe Hlaing,https://en.wikipedia.org/wiki/Soe_Moe_Hlaing,Myanmar,Start,1177185207,SOUTHEAST ASIA,55.4
Sultan Ahmed (Burmese politician),https://en.wikipedia.org/wiki/Sultan_Ahmed_(Burmese_politician),Myanmar,Start,1214544169,SOUTHEAST ASIA,55.4
Naw Susanna Hla Hla Soe,https://en.wikipedia.org/wiki/Naw_Susanna_Hla_Hla_Soe,Myanmar,Start,1245373664,SOUTHEAST ASIA,55.4
Tan Yu Sai,https://en.wikipedia.org/wiki/Tan_Yu_Sai,Myanmar,Stub,987791661,SOUTHEAST ASIA,55.4
Taw Phaya Galay,https://en.wikipedia.org/wiki/Taw_Phaya_Galay,Myanmar,C,1239004774,SOUTHEAST ASIA,55.4
Tayzar San,https://en.wikipedia.org/wiki/Tayzar_San,Myanmar,Start,1227692854,SOUTHEAST ASIA,55.4
Than Nyein,https://en.wikipedia.org/wiki/Than_Nyein,Myanmar,Start,1219791544,SOUTHEAST ASIA,55.4
Than Sein,https://en.wikipedia.org/wiki/Than_Sein,Myanmar,Stub,1245372417,SOUTHEAST ASIA,55.4
Than Win,https://en.wikipedia.org/wiki/Than_Win,Myanmar,Start,1245373365,SOUTHEAST ASIA,55.4
Thaung Tun (politician),https://en.wikipedia.org/wiki/Thaung_Tun_(politician),Myanmar,Start,1245373050,SOUTHEAST ASIA,55.4
Baganset U Thaw,https://en.wikipedia.org/wiki/Baganset_U_Thaw,Myanmar,C,1245618789,SOUTHEAST ASIA,55.4
Thein Maung,https://en.wikipedia.org/wiki/Thein_Maung,Myanmar,Start,1238454181,SOUTHEAST ASIA,55.4
Thein Nyunt (politician),https://en.wikipedia.org/wiki/Thein_Nyunt_(politician),Myanmar,Start,1234388263,SOUTHEAST ASIA,55.4
Thet Win Aung,https://en.wikipedia.org/wiki/Thet_Win_Aung,Myanmar,Start,1170350688,SOUTHEAST ASIA,55.4
Thirty Comrades,https://en.wikipedia.org/wiki/Thirty_Comrades,Myanmar,C,1242193633,SOUTHEAST ASIA,55.4
Tin Aye,https://en.wikipedia.org/wiki/Tin_Aye,Myanmar,Stub,1239526756,SOUTHEAST ASIA,55.4
Tu Hkawng,https://en.wikipedia.org/wiki/Tu_Hkawng,Myanmar,Start,1245373670,SOUTHEAST ASIA,55.4
Wai Moe Naing,https://en.wikipedia.org/wiki/Wai_Moe_Naing,Myanmar,Start,1142166678,SOUTHEAST ASIA,55.4
Win Ko Ko Latt,https://en.wikipedia.org/wiki/Win_Ko_Ko_Latt,Myanmar,Start,1243165916,SOUTHEAST ASIA,55.4
Maung Wuntha,https://en.wikipedia.org/wiki/Maung_Wuntha,Myanmar,Start,1192257938,SOUTHEAST ASIA,55.4
Yawd Serk,https://en.wikipedia.org/wiki/Yawd_Serk,Myanmar,Stub,1250459738,SOUTHEAST ASIA,55.4
Za Hlei Thang,https://en.wikipedia.org/wiki/Za_Hlei_Thang,Myanmar,C,1250853841,SOUTHEAST ASIA,55.4
Zaw Htay,https://en.wikipedia.org/wiki/Zaw_Htay,Myanmar,C,1220263916,SOUTHEAST ASIA,55.4
Zura Begum,https://en.wikipedia.org/wiki/Zura_Begum,Myanmar,Start,1207585856,SOUTHEAST ASIA,55.4
Pierre Baranyanka,https://en.wikipedia.org/wiki/Pierre_Baranyanka,Burundi,GA,1227694880,EASTERN AFRICA,13.2
Joseph Biroli,https://en.wikipedia.org/wiki/Joseph_Biroli,Burundi,GA,1244607980,EASTERN AFRICA,13.2
Evelyne Butoyi,https://en.wikipedia.org/wiki/Evelyne_Butoyi,Burundi,Stub,1226287594,EASTERN AFRICA,13.2
Joseph Cimpaye,https://en.wikipedia.org/wiki/Joseph_Cimpaye,Burundi,C,1247008320,EASTERN AFRICA,13.2
Edouard Nduwimana,https://en.wikipedia.org/wiki/Edouard_Nduwimana,Burundi,Stub,1249889245,EASTERN AFRICA,13.2
Gervais Nyangoma,https://en.wikipedia.org/wiki/Gervais_Nyangoma,Burundi,Start,1172072408,EASTERN AFRICA,13.2
Gérard Mfuranzima,https://en.wikipedia.org/wiki/Gérard_Mfuranzima,Burundi,Start,1059652996,EASTERN AFRICA,13.2
Cyrille Ndayirukiye,https://en.wikipedia.org/wiki/Cyrille_Ndayirukiye,Burundi,Stub,1235862392,EASTERN AFRICA,13.2
Révérien Ndikuriyo,https://en.wikipedia.org/wiki/Révérien_Ndikuriyo,Burundi,Start,1231164333,EASTERN AFRICA,13.2
Tharcisse Niyongabo,https://en.wikipedia.org/wiki/Tharcisse_Niyongabo,Burundi,Stub,1218269209,EASTERN AFRICA,13.2
Gabriel Nizigama,https://en.wikipedia.org/wiki/Gabriel_Nizigama,Burundi,Stub,1193500276,EASTERN AFRICA,13.2
Jean-Baptiste Ntidendereza,https://en.wikipedia.org/wiki/Jean-Baptiste_Ntidendereza,Burundi,C,1176698590,EASTERN AFRICA,13.2
Ririkumutima,https://en.wikipedia.org/wiki/Ririkumutima,Burundi,Start,1233102698,EASTERN AFRICA,13.2
Agathon Rwasa,https://en.wikipedia.org/wiki/Agathon_Rwasa,Burundi,Start,1227287425,EASTERN AFRICA,13.2
Imelde Sabushimike,https://en.wikipedia.org/wiki/Imelde_Sabushimike,Burundi,Start,1243757340,EASTERN AFRICA,13.2
Alexis Sinduhije,https://en.wikipedia.org/wiki/Alexis_Sinduhije,Burundi,GA,1227751790,EASTERN AFRICA,13.2
Ang Vong Vathana,https://en.wikipedia.org/wiki/Ang_Vong_Vathana,Cambodia,Stub,1242000913,SOUTHEAST ASIA,17.0
Samheng Boros,https://en.wikipedia.org/wiki/Samheng_Boros,Cambodia,Start,1217047991,SOUTHEAST ASIA,17.0
Bun Chanmol,https://en.wikipedia.org/wiki/Bun_Chanmol,Cambodia,C,1229174400,SOUTHEAST ASIA,17.0
Chem Snguon,https://en.wikipedia.org/wiki/Chem_Snguon,Cambodia,Stub,1243810904,SOUTHEAST ASIA,17.0
Chhan Sokhom,https://en.wikipedia.org/wiki/Chhan_Sokhom,Cambodia,Stub,1243810911,SOUTHEAST ASIA,17.0
Chuon Saodi,https://en.wikipedia.org/wiki/Chuon_Saodi,Cambodia,Stub,1243810923,SOUTHEAST ASIA,17.0
Duong Sam Ol,https://en.wikipedia.org/wiki/Duong_Sam_Ol,Cambodia,Stub,1250510333,SOUTHEAST ASIA,17.0
Ieu Koeus,https://en.wikipedia.org/wiki/Ieu_Koeus,Cambodia,Start,1234647985,SOUTHEAST ASIA,17.0
Ith Samheng,https://en.wikipedia.org/wiki/Ith_Samheng,Cambodia,Start,1246668602,SOUTHEAST ASIA,17.0
Khem Veasna,https://en.wikipedia.org/wiki/Khem_Veasna,Cambodia,C,1210437333,SOUTHEAST ASIA,17.0
Kou Roun,https://en.wikipedia.org/wiki/Kou_Roun,Cambodia,Stub,1243810993,SOUTHEAST ASIA,17.0
Daran Kravanh,https://en.wikipedia.org/wiki/Daran_Kravanh,Cambodia,Stub,1096672232,SOUTHEAST ASIA,17.0
Lon Nil,https://en.wikipedia.org/wiki/Lon_Nil,Cambodia,Start,1220226778,SOUTHEAST ASIA,17.0
Mao Ayuth,https://en.wikipedia.org/wiki/Mao_Ayuth,Cambodia,C,1171497670,SOUTHEAST ASIA,17.0
Neav Sithong,https://en.wikipedia.org/wiki/Neav_Sithong,Cambodia,Stub,1243811022,SOUTHEAST ASIA,17.0
Ngoun Chhay Kry,https://en.wikipedia.org/wiki/Ngoun_Chhay_Kry,Cambodia,Stub,1243811027,SOUTHEAST ASIA,17.0
Norodom Norindeth,https://en.wikipedia.org/wiki/Norodom_Norindeth,Cambodia,Start,1220843919,SOUTHEAST ASIA,17.0
Norodom Phurissara,https://en.wikipedia.org/wiki/Norodom_Phurissara,Cambodia,Start,1243811051,SOUTHEAST ASIA,17.0
Oung Ouen,https://en.wikipedia.org/wiki/Oung_Ouen,Cambodia,Stub,1079121769,SOUTHEAST ASIA,17.0
Phlek Chhat,https://en.wikipedia.org/wiki/Phlek_Chhat,Cambodia,Stub,1244202380,SOUTHEAST ASIA,17.0
Ponn Vongs Vaddey,https://en.wikipedia.org/wiki/Ponn_Vongs_Vaddey,Cambodia,Stub,1243811080,SOUTHEAST ASIA,17.0
Samheng Bora,https://en.wikipedia.org/wiki/Samheng_Bora,Cambodia,Start,1194560189,SOUTHEAST ASIA,17.0
Say Phouthang,https://en.wikipedia.org/wiki/Say_Phouthang,Cambodia,C,1174776111,SOUTHEAST ASIA,17.0
Sisowath Youtevong,https://en.wikipedia.org/wiki/Sisowath_Youtevong,Cambodia,Start,1221932398,SOUTHEAST ASIA,17.0
So Nem,https://en.wikipedia.org/wiki/So_Nem,Cambodia,Stub,1243811102,SOUTHEAST ASIA,17.0
Tep Hun,https://en.wikipedia.org/wiki/Tep_Hun,Cambodia,Stub,1243811136,SOUTHEAST ASIA,17.0
Tep Phan,https://en.wikipedia.org/wiki/Tep_Phan,Cambodia,Stub,1059565834,SOUTHEAST ASIA,17.0
Tep Vattho,https://en.wikipedia.org/wiki/Tep_Vattho,Cambodia,Start,1243808497,SOUTHEAST ASIA,17.0
Thiounn,https://en.wikipedia.org/wiki/Thiounn,Cambodia,GA,1178861440,SOUTHEAST ASIA,17.0
Touch Kim,https://en.wikipedia.org/wiki/Touch_Kim,Cambodia,Stub,1243811146,SOUTHEAST ASIA,17.0
Truong Cang,https://en.wikipedia.org/wiki/Truong_Cang,Cambodia,Start,1157572449,SOUTHEAST ASIA,17.0
Tuot Saron,https://en.wikipedia.org/wiki/Tuot_Saron,Cambodia,Start,1171902721,SOUTHEAST ASIA,17.0
Uch Ven,https://en.wikipedia.org/wiki/Uch_Ven,Cambodia,Stub,1178094497,SOUTHEAST ASIA,17.0
Uk Vithun,https://en.wikipedia.org/wiki/Uk_Vithun,Cambodia,Stub,1243811158,SOUTHEAST ASIA,17.0
Ung Hong Sath,https://en.wikipedia.org/wiki/Ung_Hong_Sath,Cambodia,Stub,1250884183,SOUTHEAST ASIA,17.0
Veng Sakhon,https://en.wikipedia.org/wiki/Veng_Sakhon,Cambodia,Stub,1249720857,SOUTHEAST ASIA,17.0
Yat Hwaidi,https://en.wikipedia.org/wiki/Yat_Hwaidi,Cambodia,Stub,1130454039,SOUTHEAST ASIA,17.0
Marie Catherine Abena,https://en.wikipedia.org/wiki/Marie_Catherine_Abena,Cameroon,Start,1241219287,MIDDLE AFRICA,28.1
Haman Adama,https://en.wikipedia.org/wiki/Haman_Adama,Cameroon,Stub,1246435409,MIDDLE AFRICA,28.1
Vincent de Paul Ahanda,https://en.wikipedia.org/wiki/Vincent_de_Paul_Ahanda,Cameroon,Stub,1249317685,MIDDLE AFRICA,28.1
