article_title,url,country,article_quality,revision_id,region,population
Héctor Dada Hirezi,https://en.wikipedia.org/wiki/Héctor_Dada_Hirezi,El Salvador,Stub,1242670109,CENTRAL AMERICA,6.4
Carmen Elena Figueroa,https://en.wikipedia.org/wiki/Carmen_Elena_Figueroa,El Salvador,Stub,1182289482,CENTRAL AMERICA,6.4
Manuel Flores (Salvadoran politician),https://en.wikipedia.org/wiki/Manuel_Flores_(Salvadoran_politician),El Salvador,GA,1239189530,CENTRAL AMERICA,6.4
Hugo Lindo,https://en.wikipedia.org/wiki/Hugo_Lindo,El Salvador,C,1236826343,CENTRAL AMERICA,6.4
Gustavo López Davidson,https://en.wikipedia.org/wiki/Gustavo_López_Davidson,El Salvador,Start,1231944840,CENTRAL AMERICA,6.4
Román Mayorga Quirós,https://en.wikipedia.org/wiki/Román_Mayorga_Quirós,El Salvador,Stub,1171434505,CENTRAL AMERICA,6.4
José Antonio Morales Ehrlich,https://en.wikipedia.org/wiki/José_Antonio_Morales_Ehrlich,El Salvador,Stub,1231944861,CENTRAL AMERICA,6.4
Claudia Ortiz (El Salvador),https://en.wikipedia.org/wiki/Claudia_Ortiz_(El_Salvador),El Salvador,Start,1231969782,CENTRAL AMERICA,6.4
Aníbal Portillo,https://en.wikipedia.org/wiki/Aníbal_Portillo,El Salvador,Stub,1114960545,CENTRAL AMERICA,6.4
Eeileen Romero,https://en.wikipedia.org/wiki/Eeileen_Romero,El Salvador,Start,1231944785,CENTRAL AMERICA,6.4
Rubén Alonso Rosales,https://en.wikipedia.org/wiki/Rubén_Alonso_Rosales,El Salvador,Start,1249085177,CENTRAL AMERICA,6.4
José Gregorio Salazar,https://en.wikipedia.org/wiki/José_Gregorio_Salazar,El Salvador,Start,1229765870,CENTRAL AMERICA,6.4
Javier Simán,https://en.wikipedia.org/wiki/Javier_Simán,El Salvador,Start,1242201651,CENTRAL AMERICA,6.4
Guillermo Ungo,https://en.wikipedia.org/wiki/Guillermo_Ungo,El Salvador,Stub,1209426341,CENTRAL AMERICA,6.4
José Francisco Valiente,https://en.wikipedia.org/wiki/José_Francisco_Valiente,El Salvador,Stub,1170230028,CENTRAL AMERICA,6.4
José Arturo Vásquez Machado,https://en.wikipedia.org/wiki/José_Arturo_Vásquez_Machado,El Salvador,Start,1247468718,CENTRAL AMERICA,6.4
Juan Vicente Villacorta,https://en.wikipedia.org/wiki/Juan_Vicente_Villacorta,El Salvador,Start,1232029588,CENTRAL AMERICA,6.4
César Yanes Urías,https://en.wikipedia.org/wiki/César_Yanes_Urías,El Salvador,Stub,1231944759,CENTRAL AMERICA,6.4
Xavier Zablah Bukele,https://en.wikipedia.org/wiki/Xavier_Zablah_Bukele,El Salvador,Start,1241139820,CENTRAL AMERICA,6.4
Sua Rimoni Ah Chong,https://en.wikipedia.org/wiki/Sua_Rimoni_Ah_Chong,Samoa,C,1244197213,OCEANIA,0.2
Le Mamea Matatumua Ata,https://en.wikipedia.org/wiki/Le_Mamea_Matatumua_Ata,Samoa,Start,1244204310,OCEANIA,0.2
William Coe (governor),https://en.wikipedia.org/wiki/William_Coe_(governor),Samoa,Stub,1244368584,OCEANIA,0.2
Va'aelua Eti Alesana,https://en.wikipedia.org/wiki/Va'aelua_Eti_Alesana,Samoa,Start,1244197543,OCEANIA,0.2
Lauaki Namulauulu Mamoe,https://en.wikipedia.org/wiki/Lauaki_Namulauulu_Mamoe,Samoa,C,1229475887,OCEANIA,0.2
Tui Manuʻa Elisala,https://en.wikipedia.org/wiki/Tui_Manuʻa_Elisala,Samoa,C,1161001032,OCEANIA,0.2
Toleʻafoa Solomona Toʻailoa,https://en.wikipedia.org/wiki/Toleʻafoa_Solomona_Toʻailoa,Samoa,Stub,1244203105,OCEANIA,0.2
Tamaseu Leni Warren,https://en.wikipedia.org/wiki/Tamaseu_Leni_Warren,Samoa,Stub,1244203194,OCEANIA,0.2
Abdullah bin Faisal Al Saud (1831–1889),https://en.wikipedia.org/wiki/Abdullah_bin_Faisal_Al_Saud_(1831–1889),Saudi Arabia,GA,1245670134,WESTERN ASIA,36.9
Abdullatif bin Abdulaziz Al-Sheikh,https://en.wikipedia.org/wiki/Abdullatif_bin_Abdulaziz_Al-Sheikh,Saudi Arabia,Stub,1247311135,WESTERN ASIA,36.9
Dahham ibn Dawwas,https://en.wikipedia.org/wiki/Dahham_ibn_Dawwas,Saudi Arabia,Start,1249476465,WESTERN ASIA,36.9
Faisal bin Turki Al Saud (1785–1865),https://en.wikipedia.org/wiki/Faisal_bin_Turki_Al_Saud_(1785–1865),Saudi Arabia,GA,1245654920,WESTERN ASIA,36.9
Khalid bin Saud Al Saud (1811–1865),https://en.wikipedia.org/wiki/Khalid_bin_Saud_Al_Saud_(1811–1865),Saudi Arabia,C,1247313877,WESTERN ASIA,36.9
Armand-Pierre Angrand,https://en.wikipedia.org/wiki/Armand-Pierre_Angrand,Senegal,Stub,1061043624,WESTERN AFRICA,18.3
Léopold Angrand,https://en.wikipedia.org/wiki/Léopold_Angrand,Senegal,Stub,1176928408,WESTERN AFRICA,18.3
Alioune Badara Cissé,https://en.wikipedia.org/wiki/Alioune_Badara_Cissé,Senegal,Start,1199936144,WESTERN AFRICA,18.3
Landing Badji,https://en.wikipedia.org/wiki/Landing_Badji,Senegal,Stub,1221300359,WESTERN AFRICA,18.3
Cheikh Abdoul Khadre Cissokho,https://en.wikipedia.org/wiki/Cheikh_Abdoul_Khadre_Cissokho,Senegal,Stub,1226291269,WESTERN AFRICA,18.3
Modou Dia,https://en.wikipedia.org/wiki/Modou_Dia,Senegal,Stub,1093235453,WESTERN AFRICA,18.3
Karamba Diaby,https://en.wikipedia.org/wiki/Karamba_Diaby,Senegal,C,1248936838,WESTERN AFRICA,18.3
Youssou Diagne,https://en.wikipedia.org/wiki/Youssou_Diagne,Senegal,Stub,1122757499,WESTERN AFRICA,18.3
Ibrahima Diallo (politician),https://en.wikipedia.org/wiki/Ibrahima_Diallo_(politician),Senegal,Stub,1177650317,WESTERN AFRICA,18.3
Alioune Diop,https://en.wikipedia.org/wiki/Alioune_Diop,Senegal,Start,1233027724,WESTERN AFRICA,18.3
Amadou Mame Diop,https://en.wikipedia.org/wiki/Amadou_Mame_Diop,Senegal,Start,1247447514,WESTERN AFRICA,18.3
Makhtar Diop,https://en.wikipedia.org/wiki/Makhtar_Diop,Senegal,C,1243625708,WESTERN AFRICA,18.3
Ngalandou Diouf,https://en.wikipedia.org/wiki/Ngalandou_Diouf,Senegal,Start,1244200749,WESTERN AFRICA,18.3
Cheikh Sadibou Fall,https://en.wikipedia.org/wiki/Cheikh_Sadibou_Fall,Senegal,Start,1128458376,WESTERN AFRICA,18.3
Abbas Gueye,https://en.wikipedia.org/wiki/Abbas_Gueye,Senegal,Stub,1187261448,WESTERN AFRICA,18.3
Maïmouna Kane,https://en.wikipedia.org/wiki/Maïmouna_Kane,Senegal,Stub,1112938840,WESTERN AFRICA,18.3
Louis Le Gros,https://en.wikipedia.org/wiki/Louis_Le_Gros,Senegal,Stub,1183769164,WESTERN AFRICA,18.3
Amadou-Mahtar M'Bow,https://en.wikipedia.org/wiki/Amadou-Mahtar_M'Bow,Senegal,C,1250208947,WESTERN AFRICA,18.3
Abdoul Aziz Mbaye,https://en.wikipedia.org/wiki/Abdoul_Aziz_Mbaye,Senegal,Start,1167669897,WESTERN AFRICA,18.3
Alioune Badara M'Bengue,https://en.wikipedia.org/wiki/Alioune_Badara_M'Bengue,Senegal,Stub,1246298766,WESTERN AFRICA,18.3
Penda Mbow,https://en.wikipedia.org/wiki/Penda_Mbow,Senegal,Start,1152886496,WESTERN AFRICA,18.3
Mamadou Bamba Ndiaye,https://en.wikipedia.org/wiki/Mamadou_Bamba_Ndiaye,Senegal,Stub,1180233069,WESTERN AFRICA,18.3
Marième Ndiaye,https://en.wikipedia.org/wiki/Marième_Ndiaye,Senegal,Stub,1233246343,WESTERN AFRICA,18.3
Ndioro Ndiaye,https://en.wikipedia.org/wiki/Ndioro_Ndiaye,Senegal,Start,1229876012,WESTERN AFRICA,18.3
Khalilou Sall,https://en.wikipedia.org/wiki/Khalilou_Sall,Senegal,Stub,1109928120,WESTERN AFRICA,18.3
Alioune Sarr,https://en.wikipedia.org/wiki/Alioune_Sarr,Senegal,C,1131649220,WESTERN AFRICA,18.3
Assane Seck,https://en.wikipedia.org/wiki/Assane_Seck,Senegal,Stub,1243288959,WESTERN AFRICA,18.3
Léopold Sédar Senghor,https://en.wikipedia.org/wiki/Léopold_Sédar_Senghor,Senegal,B,1248475218,WESTERN AFRICA,18.3
Louis Jacques Senghor,https://en.wikipedia.org/wiki/Louis_Jacques_Senghor,Senegal,Stub,1093235015,WESTERN AFRICA,18.3
Fatimata Seye Sylla,https://en.wikipedia.org/wiki/Fatimata_Seye_Sylla,Senegal,Start,1199198709,WESTERN AFRICA,18.3
Moustapha Sourang,https://en.wikipedia.org/wiki/Moustapha_Sourang,Senegal,Start,1229875469,WESTERN AFRICA,18.3
Branislav Andjelić,https://en.wikipedia.org/wiki/Branislav_Andjelić,Serbia,C,1216083276,SOUTHERN EUROPE,6.6
Dragan Andrić (politician),https://en.wikipedia.org/wiki/Dragan_Andrić_(politician),Serbia,C,1215341163,SOUTHERN EUROPE,6.6
Shqiprim Arifi,https://en.wikipedia.org/wiki/Shqiprim_Arifi,Serbia,Start,1245996635,SOUTHERN EUROPE,6.6
Ljiljana Beronja,https://en.wikipedia.org/wiki/Ljiljana_Beronja,Serbia,Start,1215345234,SOUTHERN EUROPE,6.6
Sava Bjelanović,https://en.wikipedia.org/wiki/Sava_Bjelanović,Serbia,Start,1248639747,SOUTHERN EUROPE,6.6
Radmilo Bogdanović,https://en.wikipedia.org/wiki/Radmilo_Bogdanović,Serbia,C,1248776436,SOUTHERN EUROPE,6.6
Adam Bogosavljević,https://en.wikipedia.org/wiki/Adam_Bogosavljević,Serbia,Start,1231411435,SOUTHERN EUROPE,6.6
Melko Čingrija,https://en.wikipedia.org/wiki/Melko_Čingrija,Serbia,Start,1120771298,SOUTHERN EUROPE,6.6
Dragoslav Ćirković,https://en.wikipedia.org/wiki/Dragoslav_Ćirković,Serbia,Stub,1067963386,SOUTHERN EUROPE,6.6
Jovan Ćirković,https://en.wikipedia.org/wiki/Jovan_Ćirković,Serbia,Start,1123984236,SOUTHERN EUROPE,6.6
Dobrica Ćosić,https://en.wikipedia.org/wiki/Dobrica_Ćosić,Serbia,C,1244959827,SOUTHERN EUROPE,6.6
Branislav Crnčević,https://en.wikipedia.org/wiki/Branislav_Crnčević,Serbia,Start,1216623573,SOUTHERN EUROPE,6.6
Jovan Dejanović (politician),https://en.wikipedia.org/wiki/Jovan_Dejanović_(politician),Serbia,Stub,1243511775,SOUTHERN EUROPE,6.6
Stojimir Dobrosavljević,https://en.wikipedia.org/wiki/Stojimir_Dobrosavljević,Serbia,Stub,1241316637,SOUTHERN EUROPE,6.6
Petar Dobrović,https://en.wikipedia.org/wiki/Petar_Dobrović,Serbia,Start,1250714747,SOUTHERN EUROPE,6.6
Đura Dokić,https://en.wikipedia.org/wiki/Đura_Dokić,Serbia,Start,1219748435,SOUTHERN EUROPE,6.6
Panta Draškić,https://en.wikipedia.org/wiki/Panta_Draškić,Serbia,Start,1241316628,SOUTHERN EUROPE,6.6
Danica Drašković,https://en.wikipedia.org/wiki/Danica_Drašković,Serbia,GA,1250515868,SOUTHERN EUROPE,6.6
Milorad Drašković,https://en.wikipedia.org/wiki/Milorad_Drašković,Serbia,Start,1243519469,SOUTHERN EUROPE,6.6
Željko Fajfrić,https://en.wikipedia.org/wiki/Željko_Fajfrić,Serbia,Stub,1226700669,SOUTHERN EUROPE,6.6
Vlada Ilić,https://en.wikipedia.org/wiki/Vlada_Ilić,Serbia,GA,1243519452,SOUTHERN EUROPE,6.6
Trivo Inđić,https://en.wikipedia.org/wiki/Trivo_Inđić,Serbia,Start,1122747074,SOUTHERN EUROPE,6.6
Antonije Isaković,https://en.wikipedia.org/wiki/Antonije_Isaković,Serbia,Stub,1226317296,SOUTHERN EUROPE,6.6
Oliver Ivanović,https://en.wikipedia.org/wiki/Oliver_Ivanović,Serbia,B,1250190967,SOUTHERN EUROPE,6.6
Golub Janić,https://en.wikipedia.org/wiki/Golub_Janić,Serbia,Start,1179504119,SOUTHERN EUROPE,6.6
Dragić Joksimović,https://en.wikipedia.org/wiki/Dragić_Joksimović,Serbia,Stub,1100853216,SOUTHERN EUROPE,6.6
Dragutin Jovanović-Lune,https://en.wikipedia.org/wiki/Dragutin_Jovanović-Lune,Serbia,Start,1226933273,SOUTHERN EUROPE,6.6
Dragan Jovanović (Yugoslav politician),https://en.wikipedia.org/wiki/Dragan_Jovanović_(Yugoslav_politician),Serbia,Stub,1110036654,SOUTHERN EUROPE,6.6
Stevan Knićanin,https://en.wikipedia.org/wiki/Stevan_Knićanin,Serbia,C,1249043914,SOUTHERN EUROPE,6.6
Milan Komnenić,https://en.wikipedia.org/wiki/Milan_Komnenić,Serbia,Start,1243511522,SOUTHERN EUROPE,6.6
Josif Kostić,https://en.wikipedia.org/wiki/Josif_Kostić,Serbia,Stub,1207040998,SOUTHERN EUROPE,6.6
Drago Kovačević,https://en.wikipedia.org/wiki/Drago_Kovačević,Serbia,Start,1106827460,SOUTHERN EUROPE,6.6
Milan Kovačević,https://en.wikipedia.org/wiki/Milan_Kovačević,Serbia,Start,1214993232,SOUTHERN EUROPE,6.6
Bogoljub Kujundžić,https://en.wikipedia.org/wiki/Bogoljub_Kujundžić,Serbia,Start,1227405941,SOUTHERN EUROPE,6.6
Ognjen Kuzmanović,https://en.wikipedia.org/wiki/Ognjen_Kuzmanović,Serbia,Stub,1165558351,SOUTHERN EUROPE,6.6
Stjepan Mitrov Ljubiša,https://en.wikipedia.org/wiki/Stjepan_Mitrov_Ljubiša,Serbia,C,1240189643,SOUTHERN EUROPE,6.6
Panta Lunjevica,https://en.wikipedia.org/wiki/Panta_Lunjevica,Serbia,Start,1249895893,SOUTHERN EUROPE,6.6
Čedomir Marjanović,https://en.wikipedia.org/wiki/Čedomir_Marjanović,Serbia,Stub,1250992009,SOUTHERN EUROPE,6.6
Svetozar Marković,https://en.wikipedia.org/wiki/Svetozar_Marković,Serbia,C,1250714865,SOUTHERN EUROPE,6.6
Dobrica Matković,https://en.wikipedia.org/wiki/Dobrica_Matković,Serbia,Stub,1178306655,SOUTHERN EUROPE,6.6
Bogdan Medaković,https://en.wikipedia.org/wiki/Bogdan_Medaković,Serbia,Start,1202961657,SOUTHERN EUROPE,6.6
Miroslava Milenović,https://en.wikipedia.org/wiki/Miroslava_Milenović,Serbia,Start,1174745856,SOUTHERN EUROPE,6.6
Stevan Milosavljević,https://en.wikipedia.org/wiki/Stevan_Milosavljević,Serbia,Start,1072287796,SOUTHERN EUROPE,6.6
Jevrem Nenadović,https://en.wikipedia.org/wiki/Jevrem_Nenadović,Serbia,Start,1233236004,SOUTHERN EUROPE,6.6
Radovan Ničić,https://en.wikipedia.org/wiki/Radovan_Ničić,Serbia,Stub,1099986846,SOUTHERN EUROPE,6.6
Svetozar Pribićević,https://en.wikipedia.org/wiki/Svetozar_Pribićević,Serbia,C,1244954755,SOUTHERN EUROPE,6.6
Medo Pucić,https://en.wikipedia.org/wiki/Medo_Pucić,Serbia,C,1209507523,SOUTHERN EUROPE,6.6
Zoran Radojičić,https://en.wikipedia.org/wiki/Zoran_Radojičić,Serbia,Start,1243519591,SOUTHERN EUROPE,6.6
Miloš Radosavljević (politician),https://en.wikipedia.org/wiki/Miloš_Radosavljević_(politician),Serbia,Stub,1216209091,SOUTHERN EUROPE,6.6
Žika Rafajlović,https://en.wikipedia.org/wiki/Žika_Rafajlović,Serbia,Start,1245830899,SOUTHERN EUROPE,6.6
Goran Rakić,https://en.wikipedia.org/wiki/Goran_Rakić,Serbia,C,1250189215,SOUTHERN EUROPE,6.6
Dušan Salatić,https://en.wikipedia.org/wiki/Dušan_Salatić,Serbia,Stub,1152346392,SOUTHERN EUROPE,6.6
Aleksandar Sandić,https://en.wikipedia.org/wiki/Aleksandar_Sandić,Serbia,C,1233289717,SOUTHERN EUROPE,6.6
Miloš Savčić,https://en.wikipedia.org/wiki/Miloš_Savčić,Serbia,FA,1250921582,SOUTHERN EUROPE,6.6
Arsenije Sečujac,https://en.wikipedia.org/wiki/Arsenije_Sečujac,Serbia,Start,1246835742,SOUTHERN EUROPE,6.6
Stojan Simić,https://en.wikipedia.org/wiki/Stojan_Simić,Serbia,Start,1222137325,SOUTHERN EUROPE,6.6
Milan Smiljanić (priest),https://en.wikipedia.org/wiki/Milan_Smiljanić_(priest),Serbia,Start,1250998675,SOUTHERN EUROPE,6.6
Jovica Stanišić,https://en.wikipedia.org/wiki/Jovica_Stanišić,Serbia,GA,1243519332,SOUTHERN EUROPE,6.6
Dragiša Stojadinović,https://en.wikipedia.org/wiki/Dragiša_Stojadinović,Serbia,C,1178306734,SOUTHERN EUROPE,6.6
"Nikola Stojanović (politician, born 1880)","https://en.wikipedia.org/wiki/Nikola_Stojanović_(politician,_born_1880)",Serbia,GA,1208982210,SOUTHERN EUROPE,6.6
Savo Štrbac,https://en.wikipedia.org/wiki/Savo_Štrbac,Serbia,Start,1222101781,SOUTHERN EUROPE,6.6
Ilija Šumenković,https://en.wikipedia.org/wiki/Ilija_Šumenković,Serbia,Start,1160296340,SOUTHERN EUROPE,6.6
Ranko Tajsić,https://en.wikipedia.org/wiki/Ranko_Tajsić,Serbia,Start,1170120242,SOUTHERN EUROPE,6.6
Teodosije Maričević,https://en.wikipedia.org/wiki/Teodosije_Maričević,Serbia,Start,1232443957,SOUTHERN EUROPE,6.6
Mirko Tepavac,https://en.wikipedia.org/wiki/Mirko_Tepavac,Serbia,Stub,1243511560,SOUTHERN EUROPE,6.6
Lazar Tomanović,https://en.wikipedia.org/wiki/Lazar_Tomanović,Serbia,Start,1243083023,SOUTHERN EUROPE,6.6
Miloš Trifunović (politician),https://en.wikipedia.org/wiki/Miloš_Trifunović_(politician),Serbia,GA,1243519233,SOUTHERN EUROPE,6.6
Miloš Trivunac,https://en.wikipedia.org/wiki/Miloš_Trivunac,Serbia,Start,1249536547,SOUTHERN EUROPE,6.6
Dimitrije Tucović,https://en.wikipedia.org/wiki/Dimitrije_Tucović,Serbia,C,1249503722,SOUTHERN EUROPE,6.6
Milorad Unković,https://en.wikipedia.org/wiki/Milorad_Unković,Serbia,Stub,1243519686,SOUTHERN EUROPE,6.6
Jovan Valenta,https://en.wikipedia.org/wiki/Jovan_Valenta,Serbia,Start,1147361812,SOUTHERN EUROPE,6.6
Aleksandar Vasić (politician),https://en.wikipedia.org/wiki/Aleksandar_Vasić_(politician),Serbia,Stub,1219518076,SOUTHERN EUROPE,6.6
Dragan Velikić,https://en.wikipedia.org/wiki/Dragan_Velikić,Serbia,Start,1241200402,SOUTHERN EUROPE,6.6
Đorđe Vojnović,https://en.wikipedia.org/wiki/Đorđe_Vojnović,Serbia,Stub,1201926443,SOUTHERN EUROPE,6.6
Milorad Vučelić,https://en.wikipedia.org/wiki/Milorad_Vučelić,Serbia,Start,1226407894,SOUTHERN EUROPE,6.6
Gavro Vučković Krajišnik,https://en.wikipedia.org/wiki/Gavro_Vučković_Krajišnik,Serbia,Start,1107975991,SOUTHERN EUROPE,6.6
Milija Zdravković,https://en.wikipedia.org/wiki/Milija_Zdravković,Serbia,Stub,1231464971,SOUTHERN EUROPE,6.6
Dušan Zelenbaba,https://en.wikipedia.org/wiki/Dušan_Zelenbaba,Serbia,Start,1240611479,SOUTHERN EUROPE,6.6
Petar Živković,https://en.wikipedia.org/wiki/Petar_Živković,Serbia,Start,1244369087,SOUTHERN EUROPE,6.6
Charles Bastienne,https://en.wikipedia.org/wiki/Charles_Bastienne,Seychelles,Stub,1076671631,EASTERN AFRICA,0.1
Wallace Cosgrow,https://en.wikipedia.org/wiki/Wallace_Cosgrow,Seychelles,Stub,1208919956,EASTERN AFRICA,0.1
Didier Dogley,https://en.wikipedia.org/wiki/Didier_Dogley,Seychelles,Stub,1236082048,EASTERN AFRICA,0.1
Errol Fonseka,https://en.wikipedia.org/wiki/Errol_Fonseka,Seychelles,Stub,1235434444,EASTERN AFRICA,0.1
Joel Morgan,https://en.wikipedia.org/wiki/Joel_Morgan,Seychelles,Stub,1190556649,EASTERN AFRICA,0.1
Satya Naidu,https://en.wikipedia.org/wiki/Satya_Naidu,Seychelles,Start,1242656872,EASTERN AFRICA,0.1
John Amadu Bangura,https://en.wikipedia.org/wiki/John_Amadu_Bangura,Sierra Leone,C,1242154948,WESTERN AFRICA,8.9
Arnold Jonathan Bishop-Gooding,https://en.wikipedia.org/wiki/Arnold_Jonathan_Bishop-Gooding,Sierra Leone,Start,1248518628,WESTERN AFRICA,8.9
Christopher Okoro Cole,https://en.wikipedia.org/wiki/Christopher_Okoro_Cole,Sierra Leone,Start,1242261320,WESTERN AFRICA,8.9
Moinina Fofana,https://en.wikipedia.org/wiki/Moinina_Fofana,Sierra Leone,Stub,1150967706,WESTERN AFRICA,8.9
Momoh Gulama,https://en.wikipedia.org/wiki/Momoh_Gulama,Sierra Leone,Start,949562875,WESTERN AFRICA,8.9
Sheik-Umarr Mikailu Jah,https://en.wikipedia.org/wiki/Sheik-Umarr_Mikailu_Jah,Sierra Leone,C,1245194292,WESTERN AFRICA,8.9
Mohamed Wurie Jalloh,https://en.wikipedia.org/wiki/Mohamed_Wurie_Jalloh,Sierra Leone,Stub,1230927199,WESTERN AFRICA,8.9
Henry M. Joko-Smart,https://en.wikipedia.org/wiki/Henry_M._Joko-Smart,Sierra Leone,Start,1236239051,WESTERN AFRICA,8.9
Yahya Kanu,https://en.wikipedia.org/wiki/Yahya_Kanu,Sierra Leone,Start,1229494641,WESTERN AFRICA,8.9
Danda Mohamed Kondeh,https://en.wikipedia.org/wiki/Danda_Mohamed_Kondeh,Sierra Leone,Stub,1229753869,WESTERN AFRICA,8.9
Henry Josiah Lightfoot Boston,https://en.wikipedia.org/wiki/Henry_Josiah_Lightfoot_Boston,Sierra Leone,Start,1242154971,WESTERN AFRICA,8.9
Émile F. Luke,https://en.wikipedia.org/wiki/Émile_F._Luke,Sierra Leone,Stub,1240785376,WESTERN AFRICA,8.9
Henry O. Macauley,https://en.wikipedia.org/wiki/Henry_O._Macauley,Sierra Leone,Stub,1229932778,WESTERN AFRICA,8.9
Alie Badara Mansaray,https://en.wikipedia.org/wiki/Alie_Badara_Mansaray,Sierra Leone,Stub,1158873914,WESTERN AFRICA,8.9
Mohamed Kamarainba Mansaray,https://en.wikipedia.org/wiki/Mohamed_Kamarainba_Mansaray,Sierra Leone,C,1105894039,WESTERN AFRICA,8.9
Solomon Musa,https://en.wikipedia.org/wiki/Solomon_Musa,Sierra Leone,Start,1078399680,WESTERN AFRICA,8.9
Thomas Peters (revolutionary),https://en.wikipedia.org/wiki/Thomas_Peters_(revolutionary),Sierra Leone,C,1188215384,WESTERN AFRICA,8.9
Bai Kelfa Sankoh,https://en.wikipedia.org/wiki/Bai_Kelfa_Sankoh,Sierra Leone,Stub,1163409287,WESTERN AFRICA,8.9
Tinga Seisay,https://en.wikipedia.org/wiki/Tinga_Seisay,Sierra Leone,C,1227392405,WESTERN AFRICA,8.9
Nancy Steele,https://en.wikipedia.org/wiki/Nancy_Steele,Sierra Leone,Start,1138409597,WESTERN AFRICA,8.9
Valentine Strasser,https://en.wikipedia.org/wiki/Valentine_Strasser,Sierra Leone,C,1213633579,WESTERN AFRICA,8.9
Alpha Timbo,https://en.wikipedia.org/wiki/Alpha_Timbo,Sierra Leone,Start,971644466,WESTERN AFRICA,8.9
Andrew Kuan,https://en.wikipedia.org/wiki/Andrew_Kuan,Singapore,Start,1173399298,SOUTHEAST ASIA,5.8
Lim Han Hoe,https://en.wikipedia.org/wiki/Lim_Han_Hoe,Singapore,C,1162078233,SOUTHEAST ASIA,5.8
Ooi Boon Ewe,https://en.wikipedia.org/wiki/Ooi_Boon_Ewe,Singapore,Start,1246674872,SOUTHEAST ASIA,5.8
Rajabali Jumabhoy,https://en.wikipedia.org/wiki/Rajabali_Jumabhoy,Singapore,C,1225577335,SOUTHEAST ASIA,5.8
Tibor Bastrnák,https://en.wikipedia.org/wiki/Tibor_Bastrnák,Slovakia,Stub,1241436480,EASTERN EUROPE,5.4
Dagmara Bollová,https://en.wikipedia.org/wiki/Dagmara_Bollová,Slovakia,Stub,1247408245,EASTERN EUROPE,5.4
Karol Dembovský,https://en.wikipedia.org/wiki/Karol_Dembovský,Slovakia,Start,1176694907,EASTERN EUROPE,5.4
Ľubomír Dolgoš,https://en.wikipedia.org/wiki/Ľubomír_Dolgoš,Slovakia,Start,1207710646,EASTERN EUROPE,5.4
Vladimír Faič,https://en.wikipedia.org/wiki/Vladimír_Faič,Slovakia,Start,1230180876,EASTERN EUROPE,5.4
Rudolf Filkus,https://en.wikipedia.org/wiki/Rudolf_Filkus,Slovakia,Stub,1165978468,EASTERN EUROPE,5.4
Ján Francisci-Rimavský,https://en.wikipedia.org/wiki/Ján_Francisci-Rimavský,Slovakia,C,1243155672,EASTERN EUROPE,5.4
Milan Haborák,https://en.wikipedia.org/wiki/Milan_Haborák,Slovakia,Start,1243262444,EASTERN EUROPE,5.4
Ivan Hopta,https://en.wikipedia.org/wiki/Ivan_Hopta,Slovakia,Stub,1172531464,EASTERN EUROPE,5.4
Jozef Miloslav Hurban,https://en.wikipedia.org/wiki/Jozef_Miloslav_Hurban,Slovakia,C,1240752033,EASTERN EUROPE,5.4
Antonín Janoušek,https://en.wikipedia.org/wiki/Antonín_Janoušek,Slovakia,Start,1241436446,EASTERN EUROPE,5.4
Dušan Jarjabek,https://en.wikipedia.org/wiki/Dušan_Jarjabek,Slovakia,Start,1230180917,EASTERN EUROPE,5.4
Andrea Kalavská,https://en.wikipedia.org/wiki/Andrea_Kalavská,Slovakia,Stub,1247404602,EASTERN EUROPE,5.4
Ján Kollár,https://en.wikipedia.org/wiki/Ján_Kollár,Slovakia,C,1228887791,EASTERN EUROPE,5.4
Juraj Košút,https://en.wikipedia.org/wiki/Juraj_Košút,Slovakia,C,1228957061,EASTERN EUROPE,5.4
Magda Košútová,https://en.wikipedia.org/wiki/Magda_Košútová,Slovakia,Stub,1235907399,EASTERN EUROPE,5.4
Ján Krošlák,https://en.wikipedia.org/wiki/Ján_Krošlák,Slovakia,Start,1214335127,EASTERN EUROPE,5.4
Ivan Lesay,https://en.wikipedia.org/wiki/Ivan_Lesay,Slovakia,GA,1224200607,EASTERN EUROPE,5.4
Ivan Lexa,https://en.wikipedia.org/wiki/Ivan_Lexa,Slovakia,Start,1230180928,EASTERN EUROPE,5.4
Ján Lunter,https://en.wikipedia.org/wiki/Ján_Lunter,Slovakia,Start,1105947402,EASTERN EUROPE,5.4
József Nagy (politician),https://en.wikipedia.org/wiki/József_Nagy_(politician),Slovakia,Start,1224768389,EASTERN EUROPE,5.4
Viliam Novotný,https://en.wikipedia.org/wiki/Viliam_Novotný,Slovakia,Stub,1195822277,EASTERN EUROPE,5.4
Štefan Osuský,https://en.wikipedia.org/wiki/Štefan_Osuský,Slovakia,C,1250297617,EASTERN EUROPE,5.4
Gabriel Palacka,https://en.wikipedia.org/wiki/Gabriel_Palacka,Slovakia,Start,1230180954,EASTERN EUROPE,5.4
Lucia Plaváková,https://en.wikipedia.org/wiki/Lucia_Plaváková,Slovakia,Stub,1247445090,EASTERN EUROPE,5.4
Jozef Pribilinec,https://en.wikipedia.org/wiki/Jozef_Pribilinec,Slovakia,C,1230117870,EASTERN EUROPE,5.4
Ján Richter,https://en.wikipedia.org/wiki/Ján_Richter,Slovakia,Start,1230254036,EASTERN EUROPE,5.4
